OBJECTID;CRSH_ID;COUNTY;COUNTY_NBR;MUNCIPALIT;ON_RD;DIS;DIR;FROM_RD;TWDS_RD;MLPST_RD;GIS_MP_ROU;MILEPOST;HO_ROUTE_N;HO_ROUTE_C;SEV;CRASH_DATE;DAY;TIME;LIGHT_COND;ROAD_SURFA;ALCOHOL_FL;MOTORCYCLE;HEAVY_TRUC;SPEED_RELA;OLDER_DRIV;TEEN_DRIVE;CRASH_TYPE;LOC_ERROR;geo_shape;geo_point_2d
1319;102821692.0;COLUMBUS;23.0;TABOR CITY;NC 905;1.5;S;SR 1100;SOUTH CAROLINA;NC 905;3000090520.0;1.1500000000000001;NC 905;NC;K;2010-03-08T20:00:00-05:00;TUESDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;Y;N;N;OTHER;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.6639171372971, 33.97958127142461]}";33.9795812714, -78.6639171373
1322;102829285.0;COLUMBUS;23.0;TABOR CITY;NC 904;0.3;SE;SR 1108;SR 1109;NC 904;3000090420.0;29.162000000000003;NC 904;NC;K;2010-03-05T20:00:00-05:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;Y;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.69148058561304, 34.061729518742375]}";34.0617295187, -78.6914805856
1331;103186073.0;DAVIDSON;28.0;LEXINGTON;NC 150;0.1;N;SR 1212;SR 1342;NC 150;3000015030.0;10.511000000000001;NC 150;NC;K;2011-06-24T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;Y;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.35423934126239, 35.819934840419656]}";35.8199348404, -80.3542393413
1318;104102599.0;DAVIDSON;28.0;LEXINGTON;US 52;0.4;S;US 64;US 29;US 52;2000005230.0;10.07;US 52;US;K;2014-07-11T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;N;OTHER;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.28307533509293, 35.83093952435803]}";35.8309395244, -80.2830753351
1323;103834825.0;COLUMBUS;23.0;TABOR CITY;NC 904;0.0;;SR 1135;SR 1138;NC 904;3000090420.0;23.814;NC 904;NC;K;2013-08-24T22:00:00-04:00;SUNDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.77436397325047, 34.09120213004953]}";34.09120213, -78.7743639733
1320;103389159.0;CUMBERLAND;25.0;FAYETTEVILLE;MORGANTON;0.0;;BROCKTON;INGLESIDE;SR 1404;4000140430.0;7.229;SR 1404;SR;K;2012-02-23T20:00:00-05:00;FRIDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;WET;N;N;N;N;Y;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-79.01495150406468, 35.08357663342673]}";35.0835766334, -79.0149515041
827;103010690.0;CABARRUS;12.0;CONCORD;SR 1155;0.16;E;LITAKER;*LCL OPTIMIST CLUB DRIVE;SR 1155;4000115510.0;0.88;SR 1155;SR;K;2010-11-05T21:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.57991333665406, 35.372767983466055]}";35.3727679835, -80.5799133367
841;102852700.0;CATAWBA;17.0;HICKORY;SR 1453;0.1;N;SR 1495;SR 1539;SR 1453;4000145320.0;2.4730000000000003;SR 1453;SR;K;2010-04-29T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;Y;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.27482673924679, 35.757810965246456]}";35.7578109652, -81.2748267392
842;103848877.0;CABARRUS;12.0;KANNAPOLIS;NC 3;0.16;W;SR 1608;SR 1610;NC 3;3000000310.0;19.315;NC 3;NC;K;2013-08-30T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;UNK;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.7667245297626, 35.49168198139576]}";35.4916819814, -80.7667245298
818;103112548.0;CARTERET;15.0;EMERALD ISLE;NC 58;0.053000000000000005;S;CAMERON LANGSTN;COAST GUARD;NC 58;3000005820.0;23.169;NC 58;NC;K;2010-12-02T20:00:00-05:00;FRIDAY;1899-12-29T19:09:21-05:00;UNKNOWN;DRY;UNK;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-77.07026922109472, 34.69400010546184]}";34.6940001055, -77.0702692211
856;103791405.0;CABARRUS;12.0;KANNAPOLIS;SR 2114;0.53;S;SR 2116;SR 2113;SR 2114;4000211410.0;3.62;SR 2114;SR;K;2013-06-28T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.55966572498888, 35.4578195262939]}";35.4578195263, -80.559665725
844;102982738.0;CHEROKEE;19.0;MURPHY;US 19;0.4;W;SR 1651;SR 1426;US 19;2000001920.0;14.013;US 19;US;K;2010-08-19T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;WET;N;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-83.98260897277258, 35.13464810546155]}";35.1346481055, -83.9826089728
854;103856620.0;BURKE;11.0;GLEN ALPINE;US 70;0.0;;LONDON;HENNESEE;US 70;2000007010.0;6.05;US 70;US;K;2013-09-23T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;UNK;Y;N;N;N;N;OTHER;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.7793223749905, 35.72811605726844]}";35.7281160573, -81.779322375
836;104097290.0;BUNCOMBE;10.0;ASHEVILLE;SR 2769;0.63;SE;SR 2806;DEAD END;SR 2769;4000276910.0;999.999;SR 2769;SR;K;2014-06-23T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;SAND, MUD, DIRT, GRAVEL;Y;N;N;N;N;N;LANE_DEPARTURE;ROUTE MEASURE NOT FOUND;;
816;104218963.0;CABARRUS;12.0;KANNAPOLIS;BARR;0.035;S;CANTON;MACEDONIA CHURCH;;5000173610.0;999.999;BARR;LCL;K;2014-11-07T20:00:00-05:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;Y;Y;N;Y;N;N;LANE_DEPARTURE;ROUTE NOT FOUND;;
817;103549181.0;CATAWBA;17.0;HICKORY;FIRST;0.0;;NINTH;TENTH;FIRST;5001054020.0;999.999;FIRST;LCL;K;2012-09-12T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;Y;Y;N;N;N;N;FRONTAL_IMPACT;ROUTE NOT FOUND;;
744;103814782.0;CHATHAM;18.0;SILER CITY;SR 1003;0.35000000000000003;N;SR 1333;SR 1334;SR 1003;4000100320.0;2.83;SR 1003;SR;K;2013-07-28T22:00:00-04:00;MONDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-79.36166096605308, 35.804525996380754]}";35.8045259964, -79.3616609661
739;102868468.0;CABARRUS;12.0;CONCORD;NC 49;0.0;S;OLD CHARLOTTE;STOUGH;NC 49;3000004910.0;5.545;NC 49;NC;K;2010-05-07T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;Y;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.60264346351181, 35.35392572720002]}";35.3539257272, -80.6026434635
681;103986275.0;BURKE;11.0;GLEN ALPINE;US 70;0.6;W;SR 1138;SR 1139;US 70;2000007010.0;2.98;US 70;US;K;2014-02-21T20:00:00-05:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;N;Y;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.82265509513348, 35.701357114180524]}";35.7013571142, -81.8226550951
735;103530979.0;CARTERET;15.0;PELETIER;NC 58;0.3;S;SR 1110;SR 1111;NC 58;3000005820.0;26.553;NC 58;NC;K;2012-08-24T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-77.08475901831736, 34.7389935290261]}";34.738993529, -77.0847590183
679;103950631.0;CHATHAM;18.0;PITTSBORO;NC 751;0.038;N;SR 1733;SR 1731;NC 751;3000075120.0;5.708;NC 751;NC;K;2014-01-09T20:00:00-05:00;FRIDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;Y;N;Y;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.96499838121613, 35.819082753932655]}";35.8190827539, -78.9649983812
684;103469775.0;CATAWBA;17.0;MAIDEN;SR 2022;0.3;S;SR 2021;CL-LINCOLN;SR 2022;4000202220.0;0.3;SR 2022;SR;K;2012-06-04T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;Y;Y;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.27697790313763, 35.57652938927324]}";35.5765293893, -81.2769779031
736;103866203.0;BUNCOMBE;10.0;ASHEVILLE;HAZEL MILL;0.1;S;OAK HILL;SR 1332;HAZEL MILL;5001349410.0;1.0370000000000001;HAZEL MILL;LCL;K;2013-09-13T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;UNK;Y;N;Y;N;N;OTHER;ROUTE NOT FOUND;;
745;104024994.0;CASWELL;16.0;YANCEYVILLE;SR 1311;0.0;;US 158;SR 1382;SR 1311;4000131120.0;999.999;SR 1311;SR;K;2014-04-02T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;N;N;N;LANE_DEPARTURE;ROUTE MEASURE NOT FOUND;;
733;103466071.0;CABARRUS;12.0;CONCORD;FAWN RIDGE;0.002;S;COLWICK;HANSOM;;5001032910.0;999.999;FAWN RIDGE;LCL;K;2012-05-16T22:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;Y;Y;N;OTHER;ROUTE NOT FOUND;;
734;103356345.0;CATAWBA;17.0;CONOVER;REECE;0.184;N;INDUSTRIAL;FOURTH;;5002558420.0;999.999;REECE;LCL;K;2012-01-16T20:00:00-05:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;N;LANE_DEPARTURE;ROUTE NOT FOUND;;
951;103042262.0;CUMBERLAND;25.0;FAYETTEVILLE;FISHER;0.1;W;LAKEWOOD;*LCL BLOCKADE RUNNER RD;SR 1107;4000110730.0;1.08;SR 1107;SR;K;2010-10-08T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;UNK;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.99562025636159, 35.0039757747697]}";35.0039757748, -78.9956202564
960;102800367.0;CUMBERLAND;25.0;FAYETTEVILLE;OWEN;0.038;NE;LEGION;GILLESPIE;SR 1007;4000100730.0;2.672;SR 1007;SR;K;2010-02-04T20:00:00-05:00;FRIDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;WET;N;N;N;N;N;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.90348294646043, 35.0183693067634]}";35.0183693068, -78.9034829465
948;103174806.0;DAVIDSON;28.0;THOMASVILLE;US 29;0.057;S;NC 109;JACOB;I 85BUS;1900008530.0;17.009;I 85BUS;INTERSTATE;K;2011-05-13T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;UNK;N;N;N;N;N;REAR_END;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.0932678035931, 35.901314876991314]}";35.901314877, -80.0932678036
952;103976698.0;CUMBERLAND;25.0;FAYETTEVILLE;ALL AMERICAN;0.21;N;SANTA FE;YADKIN;SR 1007;4000100730.0;10.07;SR 1007;SR;K;2013-12-01T20:00:00-05:00;MONDAY;1899-12-29T19:09:21-05:00;DUSK;DRY;N;Y;N;N;Y;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.96973993020428, 35.101093347071526]}";35.1010933471, -78.9697399302
968;102957258.0;DAVIDSON;28.0;LEXINGTON;NC 150;0.3;N;SR 1444;SR 3228;NC 150;3000015030.0;16.497;NC 150;NC;K;2010-09-06T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;Y;N;Y;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.32401211506392, 35.89303004954411]}";35.8930300495, -80.3240121151
962;103517871.0;CUMBERLAND;25.0;FAYETTEVILLE;OWEN;0.0;;DALLAS;SOUTHERN;SR 1007;4000100730.0;2.319;SR 1007;SR;K;2012-07-17T22:00:00-04:00;WEDNESDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;Y;N;N;N;N;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.89749219251398, 35.01974670477421]}";35.0197467048, -78.8974921925
956;103188500.0;CUMBERLAND;25.0;FAYETTEVILLE;OWEN;0.0;;VILLAGE;BOONE;SR 1007;4000100730.0;4.549;SR 1007;SR;K;2011-03-16T21:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.9303142867742, 35.03058315992128]}";35.0305831599, -78.9303142868
941;103668964.0;DAVIDSON;28.0;LEXINGTON;SR 1147;0.0;;SR 1133;SR 1151;SR 1147;4000114730.0;4.815;SR 1147;SR;K;2013-01-31T20:00:00-05:00;FRIDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;UNK;N;N;N;Y;N;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.35152778129257, 35.756550209143796]}";35.7565502091, -80.3515277813
1536;102789898.0;FORSYTH;33.0;WINSTON-SALEM;KERNERSVILLE;0.042;E;VOGLER;STEWART;SR 4315;4000431530.0;5.722;SR 4315;SR;K;2010-01-22T20:00:00-05:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - LIGHTED ROADWAY;DRY;Y;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.16620052753497, 36.082423892649075]}";36.0824238926, -80.1662005275
1485;103677215.0;DAVIDSON;28.0;LEXINGTON;I 85;0.5;N;*MILE 92;*MILE 93;I 85;1000008530.0;10.120000000000001;I 85;INTERSTATE;K;2013-02-09T20:00:00-05:00;SUNDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.2386220716737, 35.785863836312686]}";35.7858638363, -80.2386220717
1482;102961237.0;CUMBERLAND;25.0;FAYETTEVILLE;SR 1704;0.8;W;SR 1609;US 401;SR 1704;4000170430.0;1.609;SR 1704;SR;K;2010-01-16T20:00:00-05:00;SUNDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;WET;Y;N;N;N;N;N;OTHER;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.81595281416003, 35.2138561775607]}";35.2138561776, -78.8159528142
1504;104062019.0;CHEROKEE;19.0;MURPHY;US 64ALT;0.05;N;SR 1551;US 64;SR 1687;4000168720.0;1.602;SR 1687;SR;K;2014-05-05T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-84.00390861254468, 35.08093216729982]}";35.0809321673, -84.0039086125
1511;103109935.0;CHEROKEE;19.0;ANDREWS;SR 1388;0.1;N;SR 1405;SR 1436;SR 1388;4000138820.0;0.98;SR 1388;SR;K;2011-03-08T20:00:00-05:00;WEDNESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;WET;N;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-83.81740036605508, 35.18718089544966]}";35.1871808954, -83.8174003661
1506;103407333.0;CHEROKEE;19.0;MURPHY;SR 1670;0.2;E;SR 1531;SR 1674;SR 1670;4000167020.0;0.74;SR 1670;SR;K;2012-03-14T21:00:00-04:00;THURSDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-83.95917394473724, 35.09257550259354]}";35.0925755026, -83.9591739447
1502;104165427.0;CHOWAN;20.0;EDENTON;US 17;1.0;N;SR 1204;SR 1234;US 17;2000001720.0;2.753;US 17;US;K;2014-09-15T22:00:00-04:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-76.65151484664695, 36.064645258455506]}";36.0646452585, -76.6515148466
1490;103482788.0;CURRITUCK;26.0;CHESAPEAKE-VA;SR 1216;0.0;;SR 1353;NC 168;SR 1216;4000121630.0;0.641;SR 1216;SR;K;2012-06-22T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-76.18245373869945, 36.514857375181705]}";36.5148573752, -76.1824537387
1481;103106618.0;CLAY;21.0;HAYESVILLE;SR 1100;0.0;;CL-CHEROKEE;SR 1178;SR 1100;4000110020.0;0.0;SR 1100;SR;K;2011-03-06T20:00:00-05:00;MONDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-83.9633295715309, 35.04810956982504]}";35.0481095698, -83.9633295715
1530;103070450.0;FORSYTH;33.0;WINSTON-SALEM;CHERRY;0.015000000000000001;N;MAYSOL;UNIVERSITY;CHERRY;5000585030.0;2.508;CHERRY;LCL;K;2010-12-28T20:00:00-05:00;WEDNESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;Y;LANE_DEPARTURE;ROUTE NOT FOUND;;
1404;103596884.0;CLEVELAND;22.0;KINGS MOUNTAIN;SR 2014;1.4000000000000001;W;NC 216;SR 2015;SR 2014;4000201420.0;2.8440000000000003;SR 2014;SR;K;2012-11-08T20:00:00-05:00;FRIDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;N;N;N;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.37595127892308, 35.289282937851404]}";35.2892829379, -81.3759512789
1395;103576599.0;DAVIDSON;28.0;LEXINGTON;I 85;0.5;N;*MILE 90;*MILE 91;I 85;1000008530.0;8.120000000000001;I 85;INTERSTATE;K;2012-10-20T22:00:00-04:00;SUNDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;UNK;N;N;N;Y;Y;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.27242614116362, 35.77683136822173]}";35.7768313682, -80.2724261412
1408;103634280.0;DAVIDSON;28.0;LEXINGTON;NC 47;0.8;W;SR 2432;NC 8;NC 47;3000004730.0;6.659000000000001;NC 47;NC;K;2012-12-21T20:00:00-05:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;UNK;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.24640214421491, 35.75056577733575]}";35.7505657773, -80.2464021442
1399;104219893.0;CLEVELAND;22.0;KINGS MOUNTAIN;SR 2245;0.1;S;SR 2235;SR 2273;SR 2245;4000224520.0;3.1260000000000003;SR 2245;SR;K;2014-11-17T20:00:00-05:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;Y;REAR_END;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.41154060995754, 35.21600975228276]}";35.2160097523, -81.41154061
1389;102926011.0;COLUMBUS;23.0;WHITEVILLE;US 74;0.3;W;SR 1552;SR 1585;US 74;2000007420.0;16.394000000000002;US 74;US;K;2010-07-30T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.72474299512493, 34.34533070768892]}";34.3453307077, -78.7247429951
1405;102979180.0;CLEVELAND;22.0;WACO;SR 2008;0.048;S;SR 2009;SR 2010;SR 2008;4000200820.0;2.342;SR 2008;SR;K;2010-10-05T22:00:00-04:00;WEDNESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.39418872436704, 35.31788978071342]}";35.3178897807, -81.3941887244
1382;104188134.0;COLUMBUS;23.0;BOLTON;US 74;2.1;W;NC 211;SR 1740;US 74;2000007420.0;32.24;US 74;US;K;2014-10-17T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;Y;N;N;Y;N;N;OTHER;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.45442137007338, 34.322339396421725]}";34.3223393964, -78.4544213701
1386;103591329.0;COLUMBUS;23.0;WHITEVILLE;US 74;0.0;;SR 1001;NC 214;US 74;2000007420.0;23.837;US 74;US;K;2012-11-02T21:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;Y;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.59938792350577, 34.33250815295036]}";34.332508153, -78.5993879235
1407;104262653.0;CLEVELAND;22.0;WACO;SR 2001;0.0;;SR 2002;SR 2000;SR 2001;4000200120.0;0.191;SR 2001;SR;K;2014-12-22T20:00:00-05:00;TUESDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;WET;Y;N;N;N;N;N;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-81.41623505135195, 35.34493971820338]}";35.3449397182, -81.4162350514
1390;103819662.0;CLEVELAND;22.0;SHELBY;SEABOARD;0.044000000000000004;E;LAFAYETTE;WASHINGTON;;5002741820.0;999.999;SEABOARD;LCL;K;2013-07-12T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DAWN;DRY;Y;N;N;N;N;N;LANE_DEPARTURE;ROUTE NOT FOUND;;
1361;104238455.0;COLUMBUS;23.0;WHITEVILLE;J K POWELL;0.0;N;BURKHEAD;WILLIAMSON;US 701;2000070120.0;18.293;US 701;US;K;2014-12-09T20:00:00-05:00;WEDNESDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;UNK;N;N;N;N;Y;PEDESTRIAN;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.70807696311873, 34.33167033616982]}";34.3316703362, -78.7080769631
1333;103847338.0;COLUMBUS;23.0;CERRO GORDO;NC 242;0.2;S;SR 1504;SR 1502;NC 242;3000024220.0;2.4290000000000003;NC 242;NC;K;2013-09-08T22:00:00-04:00;MONDAY;1899-12-29T19:09:21-05:00;DARK - ROADWAY NOT LIGHTED;DRY;Y;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.92085482344467, 34.35681455473217]}";34.3568145547, -78.9208548234
1366;104203188.0;DAVIDSON;28.0;LEXINGTON;I 85;0.35000000000000003;S;US 64;SR 2205;I 85;1000008530.0;13.411000000000001;I 85;INTERSTATE;K;2014-10-31T21:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DAWN;WET;Y;N;N;Y;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-80.18597482727907, 35.80583479358259]}";35.8058347936, -80.1859748273
1339;103764413.0;COLUMBUS;23.0;WHITEVILLE;NC 131;0.2;S;SR 1539;SR 1540;NC 131;3000013120.0;3.83;NC 131;NC;K;2013-05-28T22:00:00-04:00;WEDNESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;Y;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.77425764316982, 34.46070804206157]}";34.4607080421, -78.7742576432
1370;103607600.0;COLUMBUS;23.0;TABOR CITY;US 701;0.4;N;SR 1313;SR 1314;US 701;2000070120.0;4.906000000000001;US 701;US;K;2012-11-19T20:00:00-05:00;TUESDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.81211763760454, 34.1782186467279]}";34.1782186467, -78.8121176376
1354;102935746.0;COLUMBUS;23.0;BOLTON;NC 11;0.65;N;NC 87;CL-BLADEN;NC 11;3000001120.0;4.848;NC 11;NC;K;2010-07-22T22:00:00-04:00;FRIDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;Y;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.27247853811302, 34.38477546225214]}";34.3847754623, -78.2724785381
1369;102830795.0;COLUMBUS;23.0;TABOR CITY;US 701;0.0;;SR 1314;SR 1005;US 701;2000070120.0;5.916;US 701;US;K;2010-04-02T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;DRY;N;N;N;N;N;Y;FRONTAL_IMPACT;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.79672769414299, 34.18528450433429]}";34.1852845043, -78.7967276941
1347;103208647.0;COLUMBUS;23.0;BRUNSWICK;NC 130;0.0;;SR 1001;SR 1925;NC 130;3000013020.0;8.18;NC 130;NC;K;2011-07-22T22:00:00-04:00;SATURDAY;1899-12-29T19:09:21-05:00;DAYLIGHT;WET;Y;N;N;N;N;N;LANE_DEPARTURE;NO ERROR;"{""type"": ""Point"", ""coordinates"": [-78.60547394913057, 34.19176772609806]}";34.1917677261, -78.6054739491
